DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,PARTA2NAMEOFCOMP,PARTA5COMMODITY,INTER_INTRA,STATE_NAME,PARTLTONC1,PARTLTONC2,PARTLTONC3,PARTLTONC4,PARTLTONTOT,PARTLTRONHCA,PARTLTRON192MILES,PARTLTRONCLASS34,PARTLTRONCLASS12,PARTLTOFFC1,PARTLTOFFTOT,PARTLTROFFHCA,PARTLTROFF192MILES,PARTLTROFFCLASS34,PARTLTROFFCLASS12,PARTLTC1TOT,PARTLTC2TOT,PARTLTC3TOT,PARTLTC4TOT,PARTLTTOTAL,PARTLTRHCATOTAL,PARTLTR192MILESTOTAL,PARTLTRCLASS34TOTAL,PARTLTRCLASS12TOTAL,PARTLGONAC2,PARTLGONAC3,PARTLGONAC4,PARTLGONATOT,PARTLGONBC2,PARTLGONBC3,PARTLGONBC4,PARTLGONBTOT,PARTLGONCC1,PARTLGONCTOT,PARTLGOFFC1,PARTLGOFFTOT,PARTLGC1TOT,PARTLGC2TOT,PARTLGC3TOT,PARTLGC4TOT,PARTLGTOTAL,PARTLC1TOT,PARTLC2TOT,PARTLC3TOT,PARTLC4TOT,PARTLTOTAL
2/2/2026,2021,20220592,46712,603,CENTERPOINT ENERGY RESOURCES CORP.,Natural Gas,INTRASTATE,OKLAHOMA,0.056,0,1.82,0,1.876,0,1.82,,0.056,0,0,,,,,0.056,0,1.82,0,1.876,0,1.82,,0.056,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0.056,0,1.82,0,1.876
2/2/2026,2021,20221090,40959,621,ARKANSAS OKLAHOMA GAS CORP,Natural Gas,INTRASTATE,ARKANSAS,31.1,17.03,6.83,0,54.96,0.42,0,6.83,47.71,0,0,,,,,31.1,17.03,6.83,0,54.96,0.42,0,6.83,47.71,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,31.1,17.03,6.83,0,54.96
2/2/2026,2021,20221090,40959,621,ARKANSAS OKLAHOMA GAS CORP,Natural Gas,INTRASTATE,OKLAHOMA,37.95,18,8.33,0,64.28,0.96,0,8.33,54.99,0,0,,,,,37.95,18,8.33,0,64.28,0.96,0,8.33,54.99,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,37.95,18,8.33,0,64.28
2/2/2026,2021,20220209,40045,660,"ARLINGTON ENERGY GROUP, LLC",Natural Gas,INTRASTATE,MISSISSIPPI,12,5,5,0,22,0,0,10,12,0,0,,,,,12,5,5,0,22,0,0,10,12,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,12,5,5,0,22
2/2/2026,2021,20221214,41090,792,ATLANTA GAS LIGHT CO,Landfill Gas,INTRASTATE,GEORGIA,0.4,0.7,5.4,0,6.5,6.4,0,0,0.1,0,0,,,,,0.4,0.7,5.4,0,6.5,6.4,0,0,0.1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0.4,0.7,5.4,0,6.5
2/2/2026,2021,20221239,41117,792,ATLANTA GAS LIGHT CO,Natural Gas,INTRASTATE,GEORGIA,387.3,193.5,433.2,2.2,1016.2,439.8,24.2,0.3,551.9,0,0,,,,,387.3,193.5,433.2,2.2,1016.2,439.8,24.2,0.3,551.9,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,387.3,193.5,433.2,2.2,1016.2
2/2/2026,2021,20220335,40175,840,MOJAVE PIPELINE OPERATING COMPANY,Natural Gas,INTERSTATE,ARIZONA,1.51,0.45,0,0,1.96,0.45,0.33,,1.18,0,0,,,,,1.51,0.45,0,0,1.96,0.45,0.33,,1.18,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,1.51,0.45,0,0,1.96
2/2/2026,2021,20220335,40175,840,MOJAVE PIPELINE OPERATING COMPANY,Natural Gas,INTERSTATE,CALIFORNIA,544.37,14.18,1.47,0,560.02,12.43,92.9,0.13,454.56,0,0,,,,,544.37,14.18,1.47,0,560.02,12.43,92.9,0.13,454.56,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,544.37,14.18,1.47,0,560.02
2/2/2026,2021,20221308,41237,842,AIR LIQUIDE LARGE INDUSTRIES U.S. LP,Hydrogen Gas,INTRASTATE,LOUISIANA,1.28,0,0,0,1.28,,,,1.28,0,0,,,,,1.28,0,0,0,1.28,,,,1.28,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,1.28,0,0,0,1.28
2/2/2026,2021,20221308,41237,842,AIR LIQUIDE LARGE INDUSTRIES U.S. LP,Hydrogen Gas,INTRASTATE,TEXAS,241.4,63.34,63.04,0.3,368.08,7.14,7.71,50.81,302.4,0,0,,,,,241.4,63.34,63.04,0.3,368.08,7.14,7.71,50.81,302.4,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,241.4,63.34,63.04,0.3,368.08
2/2/2026,2021,20221059,40927,842,AIR LIQUIDE LARGE INDUSTRIES U.S. LP,Natural Gas,INTRASTATE,TEXAS,0.82,0,0.16,0,0.98,,,0.16,0.82,0,0,,,,,0.82,0,0.16,0,0.98,,,0.16,0.82,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0.82,0,0.16,0,0.98
2/2/2026,2021,20221058,40926,842,AIR LIQUIDE LARGE INDUSTRIES U.S. LP,Synthetic Gas,INTRASTATE,TEXAS,40.75,2,0.1,0,42.85,0,0,0.1,42.75,0,0,,,,,40.75,2,0.1,0,42.85,0,0,0.1,42.75,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,40.75,2,0.1,0,42.85
2/2/2026,2021,20220773,40631,844,KERN RIVER GAS TRANSMISSION CO,Natural Gas,INTERSTATE,CALIFORNIA,246.838,0,0.031,0,246.869,0.606,1.653,0,244.61,0,0,,,,,246.838,0,0.031,0,246.869,0.606,1.653,0,244.61,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,246.838,0,0.031,0,246.869
2/2/2026,2021,20220773,40631,844,KERN RIVER GAS TRANSMISSION CO,Natural Gas,INTERSTATE,NEVADA,248.648,0.913,26.836,0,276.397,29.378,6.916,0,240.103,0,0,,,,,248.648,0.913,26.836,0,276.397,29.378,6.916,0,240.103,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,248.648,0.913,26.836,0,276.397
2/2/2026,2021,20220773,40631,844,KERN RIVER GAS TRANSMISSION CO,Natural Gas,INTERSTATE,UTAH,679.767,5.983,55.26,0,741.01,77.512,16.889,0,646.609,0,0,,,,,679.767,5.983,55.26,0,741.01,77.512,16.889,0,646.609,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,679.767,5.983,55.26,0,741.01
2/2/2026,2021,20220773,40631,844,KERN RIVER GAS TRANSMISSION CO,Natural Gas,INTERSTATE,WYOMING,154.046,0,0,0,154.046,0,1.491,0,152.555,0,0,,,,,154.046,0,0,0,154.046,0,1.491,0,152.555,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,154.046,0,0,0,154.046
2/2/2026,2021,20220853,40713,860,"FAIRBANK, CITY OF",Natural Gas,INTRASTATE,IOWA,8.074,0,0,0,8.074,0,,0,8.074,0,0,,,,,8.074,0,0,0,8.074,0,,0,8.074,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,8.074,0,0,0,8.074
2/2/2026,2021,20220676,40530,872,LAFITTE GAS PIPELINE,Hydrogen Gas,INTRASTATE,LOUISIANA,1.496,2.307,2.086,0,5.889,0,0.161,1.925,3.803,0,0,,,,,1.496,2.307,2.086,0,5.889,0,0.161,1.925,3.803,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,1.496,2.307,2.086,0,5.889
2/2/2026,2021,20220675,40531,872,LAFITTE GAS PIPELINE,Natural Gas,INTRASTATE,LOUISIANA,0,4.406,1.317,0,5.723,1.105,1.607,0.037,2.972,0,0,,,,,0,4.406,1.317,0,5.723,1.105,1.607,0.037,2.972,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,4.406,1.317,0,5.723
2/2/2026,2021,20221356,41267,878,EAST KENTUCKY MIDSTREAM,Natural Gas,INTRASTATE,KENTUCKY,28,1,0,0,29,0,0,0,29,0,0,,,,,28,1,0,0,29,0,0,0,29,0,0,0,0,15,2,1,18,,,0,0,0,15,2,1,18,28,16,2,1,47
2/2/2026,2021,20220581,40428,899,5P GAS PIPELINE COMPANY,Natural Gas,INTRASTATE,TEXAS,7,1,0,0,8,,,,8,0,0,,,,,7,1,0,0,8,,,,8,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,7,1,0,0,8
2/2/2026,2021,20220940,40804,920,NATGAS INC.,Natural Gas,INTRASTATE,TEXAS,2.96,0,0,0,2.96,2.96,,,,0,0,,,,,2.96,0,0,0,2.96,2.96,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,2.96,0,0,0,2.96
2/2/2026,2021,20221000,40866,929,"SEBRING GAS SYSTEM, INC",Natural Gas,INTRASTATE,FLORIDA,0.089,0,0.09,0,0.179,0,,,,0,0,,,,,0.089,0,0.09,0,0.179,0,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0.089,0,0.09,0,0.179
2/2/2026,2021,20220353,40195,952,ENERFIN RESOURCES II-92 LIMITED PARTNERSHIP,Natural Gas,INTRASTATE,TEXAS,10,0,0,0,10,,,,10,0,0,,,,,10,0,0,0,10,,,,10,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,10,0,0,0,10
2/2/2026,2021,20220223,40059,967,"PINEDALE NATURAL GAS, INC",Natural Gas,INTRASTATE,WYOMING,6.4,0.64,0,0,7.04,,,,7.04,0,0,,,,,6.4,0.64,0,0,7.04,,,,7.04,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,6.4,0.64,0,0,7.04
2/2/2026,2021,20220043,39867,978,LAWRENCE PAPER CO,Natural Gas,INTRASTATE,KANSAS,0.794,0,0,0,0.794,0,,,,0,0,,,,,0.794,0,0,0,0.794,0,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0.794,0,0,0,0.794
2/2/2026,2021,20220191,40027,980,APPALACHIAN NATURAL GAS DISTRIBUTION COMPANY,Natural Gas,INTRASTATE,VIRGINIA,0,8.193,0,0,8.193,,,,8.193,0,0,,,,,0,8.193,0,0,8.193,,,,8.193,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,8.193,0,0,8.193
2/2/2026,2021,20220901,40762,993,CROSSROADS PIPELINE COMPANY,Natural Gas,INTERSTATE,INDIANA,102.897,18.847,17.667,0,139.411,10.293,13.561,0,115.556,0,0,,,,,102.897,18.847,17.667,0,139.411,10.293,13.561,0,115.556,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,102.897,18.847,17.667,0,139.411
2/2/2026,2021,20220901,40762,993,CROSSROADS PIPELINE COMPANY,Natural Gas,INTERSTATE,OHIO,60.177,1.385,1.323,0,62.885,0.929,1.492,0,60.465,0,0,,,,,60.177,1.385,1.323,0,62.885,0.929,1.492,0,60.465,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,60.177,1.385,1.323,0,62.885
2/2/2026,2021,20220839,40699,994,"WILLIAMS FIELD SERVICES - GULF COAST COMPANY, LP",Natural Gas,INTERSTATE,ALABAMA,0,0,0,0,0,,,,,0,0,,,,,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,2.17,2.17,2.17,0,0,0,2.17,2.17,0,0,0,2.17
2/2/2026,2021,20220839,40699,994,"WILLIAMS FIELD SERVICES - GULF COAST COMPANY, LP",Natural Gas,INTERSTATE,OCS-Gulf of Mexico,0,0,0,0,0,,,,,0,0,,,,,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,423.07,423.07,423.07,0,0,0,423.07,423.07,0,0,0,423.07
2/2/2026,2021,20221117,40986,994,"WILLIAMS FIELD SERVICES - GULF COAST COMPANY, LP",Other Gas-Hydrogen Chloride,INTRASTATE,TEXAS,11.79,1.34,1.05,0,14.18,14.18,0,0,0,0,0,,,,,11.79,1.34,1.05,0,14.18,14.18,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,11.79,1.34,1.05,0,14.18
2/2/2026,2021,20220967,40832,997,MIDWAY SUNSET COGENERATION CO,Natural Gas,INTERSTATE,CALIFORNIA,4,0,0,0,4,,,,4,0,0,,,,,4,0,0,0,4,,,,4,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,4,0,0,0,4
2/2/2026,2021,20221125,40996,999,"PACIFIC COAST ENERGY COMPANY, LP",Natural Gas,INTRASTATE,CALIFORNIA,0,0,0,0,0,,,,,0,0,,,,,0,0,0,0,0,,,,,0,0,0,0,0,8,0,8,,,0,0,0,0,8,0,8,0,0,8,0,8
2/2/2026,2021,20221306,41192,1007,"TALLGRASS INTERSTATE GAS TRANSMISSION, LLC",Natural Gas,INTERSTATE,COLORADO,413.211,13.299,7.833,0,434.343,1.444,93.64,0.755,339.107,0,0,,,,,413.211,13.299,7.833,0,434.343,1.444,93.64,0.755,339.107,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,413.211,13.299,7.833,0,434.343
2/2/2026,2021,20221306,41192,1007,"TALLGRASS INTERSTATE GAS TRANSMISSION, LLC",Natural Gas,INTERSTATE,KANSAS,1586.59,30.146,8.322,0,1625.058,4.428,237.89,3.582,1379.602,0,0,,,,,1586.59,30.146,8.322,0,1625.058,4.428,237.89,3.582,1379.602,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,1586.59,30.146,8.322,0,1625.058
2/2/2026,2021,20221306,41192,1007,"TALLGRASS INTERSTATE GAS TRANSMISSION, LLC",Natural Gas,INTERSTATE,MISSOURI,15.29,0,5.493,0,20.783,3.341,8.85,,8.592,0,0,,,,,15.29,0,5.493,0,20.783,3.341,8.85,,8.592,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,15.29,0,5.493,0,20.783
2/2/2026,2021,20221306,41192,1007,"TALLGRASS INTERSTATE GAS TRANSMISSION, LLC",Natural Gas,INTERSTATE,NEBRASKA,1790.741,67.885,42.413,0,1901.039,9.283,292.54,7.004,1594.514,0,0,,,,,1790.741,67.885,42.413,0,1901.039,9.283,292.54,7.004,1594.514,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,1790.741,67.885,42.413,0,1901.039
2/2/2026,2021,20221306,41192,1007,"TALLGRASS INTERSTATE GAS TRANSMISSION, LLC",Natural Gas,INTERSTATE,WYOMING,227.68,14.657,9.144,0,251.481,1.886,40.39,1.545,207.656,0,0,,,,,227.68,14.657,9.144,0,251.481,1.886,40.39,1.545,207.656,7.866,2.747,0,10.613,0,0,0,0,,,0,0,0,7.866,2.747,0,10.613,227.68,22.523,11.891,0,262.094
2/2/2026,2021,20220823,40683,1088,BALTIMORE GAS AND ELECTRIC COMPANY,Natural Gas,INTRASTATE,MARYLAND,30.878,32.149,83.017,6.363,152.407,47.276,39.668,17.669,47.738,0,0,,,,,30.878,32.149,83.017,6.363,152.407,47.276,39.668,17.669,47.738,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,30.878,32.149,83.017,6.363,152.407
2/2/2026,2021,20220484,40330,1217,BEAR CREEK STORAGE CO,Natural Gas,INTERSTATE,LOUISIANA,25.6,0,0,0,25.6,0,0,0,25.6,0,0,,,,,25.6,0,0,0,25.6,0,0,0,25.6,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,25.6,0,0,0,25.6
2/2/2026,2021,20220044,39868,1232,BEDFORD NATURAL GAS SYSTEM,Natural Gas,INTRASTATE,IOWA,17,0,0,0,17,,,,,0,0,,,,,17,0,0,0,17,,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,17,0,0,0,17
2/2/2026,2021,20221267,41146,1472,BLACK MARLIN PIPELINE CO,Natural Gas,INTERSTATE,TEXAS,0,0,0,0,0,,,,,0,0,,,,,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,15.611,15.611,15.611,0,0,0,15.611,15.611,0,0,0,15.611
2/2/2026,2021,20221267,41146,1472,BLACK MARLIN PIPELINE CO,Natural Gas,INTRASTATE,TEXAS,0,0,0,0,0,,,,,0,0,,,,,0,0,0,0,0,,,,,0,17.191,0,17.191,0,0,0,0,,,0,0,0,0,17.191,0,17.191,0,0,17.191,0,17.191
2/2/2026,2021,20220374,40216,1486,BLACK WARRIOR TRANSMISSION CORP,Natural Gas,INTRASTATE,ALABAMA,11,0,0,0,11,,,,11,0,0,,,,,11,0,0,0,11,,,,11,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,11,0,0,0,11
2/2/2026,2021,20220928,42478,1640,BOSTON GAS CO,Natural Gas,INTRASTATE,MASSACHUSETTS,0,0,8.8,1.78,10.58,10.57,,,,,0,,,,,0,0,8.8,1.78,10.58,10.57,,,,,,,0,,,,0,,,,0,0,0,0,0,0,0,0,8.8,1.78,10.58
2/2/2026,2021,20220290,40129,1700,BRAZOS ELECTRIC POWER COOPERATIVE INC,Natural Gas,INTRASTATE,TEXAS,70.5,0,0,0,70.5,0,2.14,,68.36,0,0,,,,,70.5,0,0,0,70.5,0,2.14,,68.36,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,70.5,0,0,0,70.5
2/2/2026,2021,20220181,40015,1752,BRIGHTON MUNICIPAL GAS SYSTEM,Natural Gas,INTRASTATE,IOWA,14,0,0,0,14,0,,,14,0,0,,,,,14,0,0,0,14,0,,,14,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,14,0,0,0,14
2/2/2026,2021,20220336,40176,1800,KEYSPAN ENERGY DELIVERY - NY CITY,Natural Gas,INTRASTATE,NEW YORK,0,0,0,70.72,70.72,70.72,,,,0,0,,,,,0,0,0,70.72,70.72,70.72,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,70.72,70.72
2/2/2026,2021,20221177,41051,1845,"BUCKEYE PARTNERS, LP",Natural Gas,INTRASTATE,TEXAS,0.127,0,0,0,0.127,,,,0.127,0,0,,,,,0.127,0,0,0,0.127,,,,0.127,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0.127,0,0,0,0.127
2/2/2026,2021,20220765,40623,2042,CALLIDUS TECHNOLOGIES by HONEYWELL,Natural Gas,INTRASTATE,OKLAHOMA,2,0,0,0,2,0,0,0,2,0,0,,,,,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,2,0,0,0,2
2/2/2026,2021,20220642,40491,2128,CASCADE NATURAL GAS CORP,Natural Gas,INTRASTATE,OREGON,13.408,6.403,4.6,0,24.411,0.493,,4.107,19.811,0,0,,,,,13.408,6.403,4.6,0,24.411,0.493,,4.107,19.811,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,13.408,6.403,4.6,0,24.411
2/2/2026,2021,20220642,40491,2128,CASCADE NATURAL GAS CORP,Natural Gas,INTRASTATE,WASHINGTON,56.38,31.697,32.864,0,120.941,3.848,0.675,28.34,88.078,0,0,,,,,56.38,31.697,32.864,0,120.941,3.848,0.675,28.34,88.078,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,56.38,31.697,32.864,0,120.941
2/2/2026,2021,20220187,40023,2180,CENTRAL CITY GAS SYSTEM DEPT,Natural Gas,INTRASTATE,NEBRASKA,4.5,0,0,0,4.5,,,,4.5,0,0,,,,,4.5,0,0,0,4.5,,,,4.5,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,4.5,0,0,0,4.5
2/2/2026,2021,20220974,40839,2188,CENTRAL FLORIDA GAS CORP,Natural Gas,INTRASTATE,FLORIDA,1.54,2.97,5.3,0,9.81,1.27,1.41,3.44,3.68,0,0,,,,,1.54,2.97,5.3,0,9.81,1.27,1.41,3.44,3.68,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,1.54,2.97,5.3,0,9.81
2/2/2026,2021,20221129,41000,2196,CENTRAL HUDSON GAS & ELECTRIC CORP,Natural Gas,INTRASTATE,NEW YORK,44.65,40.03,77.69,0,162.37,19.16,51.25,17.99,73.97,0,0,,,,,44.65,40.03,77.69,0,162.37,19.16,51.25,17.99,73.97,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,44.65,40.03,77.69,0,162.37
2/2/2026,2021,20220159,39992,2256,"CHANUTE, CITY OF",Natural Gas,INTRASTATE,KANSAS,0.32,0,0,0,0.32,0,,0.32,,0,0,,,,,0.32,0,0,0,0.32,0,,0.32,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0.32,0,0,0,0.32
2/2/2026,2021,20221206,41082,2288,CHATTANOOGA GAS CO,Natural Gas,INTRASTATE,TENNESSEE,0,0.1,1.2,0,1.3,1.2,0,0,0.1,0,0,,,,,0,0.1,1.2,0,1.3,1.2,0,0,0.1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0.1,1.2,0,1.3
2/2/2026,2021,20220512,40358,2304,CHILDERSBURG GAS BOARD,Natural Gas,INTRASTATE,ALABAMA,2,23,3,0,28,1.03,0,3,23.97,0,0,,,,,2,23,3,0,28,1.03,0,3,23.97,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,2,23,3,0,28
2/2/2026,2021,20220528,40374,2364,DUKE ENERGY OHIO,Natural Gas,INTRASTATE,OHIO,8.166,11.283,27.331,0,46.78,13.151,12.403,3.902,17.324,0,0,,,,,8.166,11.283,27.331,0,46.78,13.151,12.403,3.902,17.324,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,8.166,11.283,27.331,0,46.78
2/2/2026,2021,20220246,40084,2382,CITATION OIL & GAS CORP,Natural Gas,INTRASTATE,ILLINOIS,5,0.5,0.5,0,6,,,0.5,5.5,0,0,,,,,5,0.5,0.5,0,6,,,0.5,5.5,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,5,0.5,0.5,0,6
2/2/2026,2021,20221061,40929,2392,CITIZENS GAS & COKE UTILITY,Natural Gas,INTRASTATE,INDIANA,63.75,72.19,126.39,0,262.33,121.85,7.47,0.5,132.51,0,0,,,,,63.75,72.19,126.39,0,262.33,121.85,7.47,0.5,132.51,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,63.75,72.19,126.39,0,262.33
2/2/2026,2021,20220557,40403,2408,CITIZENS GAS FUEL CO,Natural Gas,INTRASTATE,MICHIGAN,16,0,0,0,16,0,,,16,0,0,,,,,16,0,0,0,16,0,,,16,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,16,0,0,0,16
2/2/2026,2021,20220519,40365,2432,FLORIDA CITY GAS,Natural Gas,INTRASTATE,FLORIDA,0,0,78.655,0,78.655,78.655,,,,0,0,,,,,0,0,78.655,0,78.655,78.655,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,78.655,0,78.655
2/2/2026,2021,20220161,39994,2456,CLARKE - MOBILE COUNTIES GAS DIST,Natural Gas,INTRASTATE,ALABAMA,0,0,149.88,0,149.88,16.24,,133.64,,0,0,,,,,0,0,149.88,0,149.88,16.24,,133.64,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,149.88,0,149.88
2/2/2026,2021,20220588,40435,2480,CLEARFIELD MUNICIPAL GAS SYSTEM,Natural Gas,INTRASTATE,IOWA,6.25,0,0,0,6.25,0,,,6.25,0,0,,,,,6.25,0,0,0,6.25,0,,,6.25,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,6.25,0,0,0,6.25
2/2/2026,2021,20220869,40729,2512,CLINTON - NEWBERRY NATURAL GAS AUTH,Natural Gas,INTRASTATE,SOUTH CAROLINA,14,41,48,0,103,3.04,0,48,51.96,0,0,,,,,14,41,48,0,103,3.04,0,48,51.96,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,14,41,48,0,103
2/2/2026,2021,20220711,40567,2564,COLORADO INTERSTATE GAS CO,Natural Gas,INTERSTATE,COLORADO,2758.34,87.02,113.11,0,2958.47,81.5,107.72,8.53,2760.72,0,0,,,,,2758.34,87.02,113.11,0,2958.47,81.5,107.72,8.53,2760.72,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,2758.34,87.02,113.11,0,2958.47
2/2/2026,2021,20220711,40567,2564,COLORADO INTERSTATE GAS CO,Natural Gas,INTERSTATE,KANSAS,337.07,1.47,1.51,0,340.05,0.52,2.58,0,336.95,0,0,,,,,337.07,1.47,1.51,0,340.05,0.52,2.58,0,336.95,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,337.07,1.47,1.51,0,340.05
2/2/2026,2021,20220711,40567,2564,COLORADO INTERSTATE GAS CO,Natural Gas,INTERSTATE,MONTANA,7.88,0,0,0,7.88,0,0,0,7.88,0,0,,,,,7.88,0,0,0,7.88,0,0,0,7.88,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,7.88,0,0,0,7.88
2/2/2026,2021,20220711,40567,2564,COLORADO INTERSTATE GAS CO,Natural Gas,INTERSTATE,NEVADA,360.64,0,0,0,360.64,0,0,0,360.64,0,0,,,,,360.64,0,0,0,360.64,0,0,0,360.64,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,360.64,0,0,0,360.64
2/2/2026,2021,20220711,40567,2564,COLORADO INTERSTATE GAS CO,Natural Gas,INTERSTATE,OKLAHOMA,180.25,0,0,0,180.25,0,1.08,0,179.17,0,0,,,,,180.25,0,0,0,180.25,0,1.08,0,179.17,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,180.25,0,0,0,180.25
2/2/2026,2021,20220711,40567,2564,COLORADO INTERSTATE GAS CO,Natural Gas,INTERSTATE,OREGON,88.46,0,0,0,88.46,0,0,0,88.46,0,0,,,,,88.46,0,0,0,88.46,0,0,0,88.46,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,88.46,0,0,0,88.46
2/2/2026,2021,20220711,40567,2564,COLORADO INTERSTATE GAS CO,Natural Gas,INTERSTATE,TEXAS,49.97,0,0,0,49.97,0,0,0,49.97,0,0,,,,,49.97,0,0,0,49.97,0,0,0,49.97,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,49.97,0,0,0,49.97
2/2/2026,2021,20220711,40567,2564,COLORADO INTERSTATE GAS CO,Natural Gas,INTERSTATE,UTAH,291.18,1.12,0,0,292.3,2.13,2.97,0,287.2,0,0,,,,,291.18,1.12,0,0,292.3,2.13,2.97,0,287.2,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,291.18,1.12,0,0,292.3
2/2/2026,2021,20220711,40567,2564,COLORADO INTERSTATE GAS CO,Natural Gas,INTERSTATE,WYOMING,1872.76,0.7,9.07,0,1882.53,14.78,141.26,0.37,1726.12,0,0,,,,,1872.76,0.7,9.07,0,1882.53,14.78,141.26,0.37,1726.12,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,1872.76,0.7,9.07,0,1882.53
2/2/2026,2021,20221065,40933,2585,COLUMBIA GAS OF KENTUCKY INC,Natural Gas,INTRASTATE,KENTUCKY,34.96,14.05,7.48,0,56.49,3.31,4.72,0.05,48.41,0,0,,,,,34.96,14.05,7.48,0,56.49,3.31,4.72,0.05,48.41,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,34.96,14.05,7.48,0,56.49
2/2/2026,2021,20220994,40860,2588,COLUMBIA GAS OF MARYLAND INC,Natural Gas,INTRASTATE,MARYLAND,0.86,0.93,3.12,0,4.91,0.37,0,2.75,1.79,0,0,,,,,0.86,0.93,3.12,0,4.91,0.37,0,2.75,1.79,,,,0,,,,0,,,,0,0,0,0,0,0,0.86,0.93,3.12,0,4.91
